bid_price1,bid_price2,bid_price3,bid_price4,bid_price5,bid_size1,bid_size2,bid_size3,bid_size4,bid_size5,bid_order1,bid_order2,bid_order3,bid_order4,bid_order5,ask_price1,ask_price2,ask_price3,ask_price4,ask_price5,ask_size1,ask_size2,ask_size3,ask_size4,ask_size5,ask_order1,ask_order2,ask_order3,ask_order4,ask_order5,time
859.95,859.9,859.85,859.75,859.7,860.0,860.1,860.15,860.2,860.25,60,173,8,167,61,1316,9721,1125,1221,2018,3,4,1,3,4,10,9,11,13,14,1720789028.870436
859.95,859.9,859.85,859.75,859.7,860.0,860.05,860.1,860.15,860.2,60,426,8,199,120,1183,76,9721,1118,1365,3,6,1,4,4,9,1,9,10,15,1720789029.765295
859.95,859.9,859.85,859.8,859.75,860.0,860.1,860.15,860.2,860.25,60,426,8,42,187,684,9662,1064,1043,2059,3,6,1,1,3,7,7,9,15,15,1720789030.766441
859.95,859.9,859.85,859.8,859.75,860.0,860.1,860.15,860.2,860.25,60,318,137,98,415,585,9662,1064,1420,2052,3,4,3,2,4,7,7,9,15,14,1720789031.767499
859.95,859.9,859.85,859.8,859.75,860.0,860.1,860.15,860.2,860.25,52,318,137,98,415,484,9662,1064,1432,2052,2,4,3,2,4,7,7,9,16,14,1720789032.768575
859.95,859.9,859.85,859.8,859.75,860.0,860.1,860.15,860.2,860.25,35,319,62,158,427,414,9493,1114,855,1298,2,5,3,3,5,4,7,10,10,11,1720789038.770937
859.9,859.85,859.8,859.75,859.7,860.0,860.1,860.15,860.2,860.25,321,142,68,399,127,193,9373,1060,1262,1527,6,3,2,4,4,2,7,9,13,15,1720789044.36411
860.0,859.95,859.9,859.85,859.8,860.1,860.15,860.2,860.25,860.3,488,230,155,543,557,9260,843,796,1255,816,2,3,6,7,7,6,8,8,10,9,1720789050.184845
860.0,859.9,859.85,859.8,859.75,860.1,860.15,860.2,860.25,860.3,560,81,13,208,605,1269,843,790,1438,1764,5,3,2,2,9,7,8,12,12,14,1720789056.68412
859.9,859.85,859.8,859.75,859.7,860.0,860.1,860.15,860.2,860.25,31,8,283,460,2,855,1059,1069,1573,1720,3,1,3,6,1,1,10,9,19,13,1720789062.676035
859.9,859.8,859.75,859.7,859.65,860.0,860.1,860.15,860.2,860.25,7,503,439,81,439,771,951,1069,2636,1387,1,4,5,4,7,5,8,9,19,13,1720789068.492153
860.0,859.95,859.85,859.8,859.75,860.1,860.15,860.2,860.25,860.3,1099,4,282,511,505,817,843,1962,1257,2148,5,2,2,5,8,8,8,12,11,19,1720789074.295822
860.05,860.0,859.9,859.85,859.8,860.1,860.15,860.2,860.25,860.3,8,1090,54,289,618,879,843,1852,1427,1173,2,8,1,3,5,11,8,12,13,12,1720789080.188112
860.05,860.0,859.95,859.9,859.85,860.1,860.15,860.2,860.25,860.3,1,1112,59,134,233,419,843,1797,1365,1044,1,9,1,3,2,3,8,11,11,10,1720789085.491161
860.0,859.95,859.9,859.85,859.8,860.1,860.15,860.2,860.25,860.3,1298,59,88,5,697,399,807,1851,1426,1224,11,1,2,1,7,3,8,12,13,14,1720789091.098908
860.0,859.95,859.9,859.85,859.8,860.1,860.15,860.2,860.25,860.3,2248,59,88,5,650,330,807,1851,1426,1224,12,1,2,1,7,5,8,12,13,14,1720789093.301902
860.0,859.95,859.9,859.85,859.8,860.1,860.15,860.2,860.25,860.3,2248,59,88,233,650,297,807,1851,1426,1224,12,1,2,2,7,5,8,12,13,14,1720789093.901748
860.0,859.95,859.9,859.85,859.8,860.1,860.15,860.2,860.25,860.3,2298,59,88,233,650,196,807,1797,1426,1224,13,1,2,2,7,3,8,11,13,14,1720789094.728557
860.05,860.0,859.9,859.85,859.8,860.1,860.15,860.2,860.25,860.3,2,2298,54,285,650,196,807,1797,1419,1224,2,13,1,3,7,3,8,11,12,14,1720789095.547476
860.05,860.0,859.9,859.85,859.8,860.1,860.15,860.2,860.25,860.3,1,2304,54,285,650,232,807,1964,1473,1123,1,14,1,3,7,6,8,14,13,13,1720789096.695346
860.1,860.05,860.0,859.9,859.85,860.15,860.2,860.25,860.3,860.35,6,1,2304,108,285,695,1855,1419,1195,1372,1,1,14,2,3,8,13,12,12,20,1720789097.69809
860.1,860.05,860.0,859.9,859.85,860.15,860.2,860.25,860.3,860.35,7,1,2304,108,285,662,1855,1419,1503,1372,1,1,14,2,3,8,13,12,13,20,1720789098.902972
860.05,860.0,859.85,859.8,859.75,860.15,860.2,860.25,860.3,860.35,52,2203,246,711,375,662,1855,1419,1503,1493,1,15,3,9,4,8,13,12,13,22,1720789100.155861
860.05,860.0,859.9,859.85,859.8,860.15,860.2,860.25,860.3,860.35,52,2203,54,246,774,661,1855,1419,1503,1486,1,15,1,3,10,8,13,12,13,21,1720789100.975577
860.1,860.05,860.0,859.9,859.85,860.15,860.2,860.25,860.3,860.35,3,52,2203,54,246,627,1822,1419,1503,1448,1,1,15,1,3,8,12,12,13,20,1720789101.494993
860.1,860.05,860.0,859.9,859.85,860.15,860.2,860.25,860.3,860.35,3,52,2203,105,246,626,1822,1719,1503,1448,1,1,15,2,3,8,12,13,13,20,1720789102.501038
860.05,860.0,859.9,859.85,859.8,860.15,860.2,860.25,860.3,860.35,47,2203,105,245,711,546,1822,1665,1352,1691,1,15,2,3,9,8,12,12,11,24,1720789103.702232
860.05,860.0,859.9,859.85,859.8,860.15,860.2,860.25,860.3,860.35,47,1203,115,245,704,545,1822,1665,1352,1691,1,14,3,3,8,8,12,12,11,24,1720789104.763637
860.1,860.05,860.0,859.9,859.85,860.15,860.2,860.25,860.3,860.35,1,47,1203,115,307,545,1822,1665,1352,1608,1,1,14,3,4,8,12,12,11,23,1720789105.992766
860.05,860.0,859.9,859.85,859.8,860.15,860.2,860.25,860.3,860.35,15,1209,10,295,754,544,1822,1719,1493,1572,1,15,1,3,8,7,12,13,14,23,1720789107.016619
860.1,860.05,860.0,859.9,859.85,860.15,860.2,860.25,860.3,860.35,7,15,1209,64,307,493,1823,1665,1352,1695,1,1,15,2,4,7,13,12,11,24,1720789108.10669
860.1,860.05,860.0,859.9,859.85,860.15,860.2,860.25,860.3,860.35,7,15,1209,10,245,455,1849,1719,1493,1528,1,1,15,1,3,7,14,13,14,21,1720789109.122235
860.0,859.9,859.85,859.8,859.75,860.15,860.2,860.25,860.3,860.35,950,10,245,760,551,460,1849,1719,1517,1566,15,1,3,9,7,8,14,13,15,22,1720789110.111308
859.8,859.6,859.55,859.5,859.45,859.95,860.0,860.05,860.1,860.15,10,200,614,1208,1115,135,1097,1239,1490,1745,1,3,4,8,10,3,8,13,16,16,1720789111.318403
859.8,859.6,859.55,859.5,859.45,859.95,860.0,860.05,860.1,860.15,10,188,614,1208,1127,341,1427,1566,1786,1418,1,2,4,8,11,4,9,14,17,15,1720789111.512125
859.8,859.65,859.6,859.55,859.5,859.95,860.0,860.05,860.1,860.15,80,6,320,712,1215,231,1246,1436,1725,1385,2,1,5,6,9,2,8,12,16,15,1720789112.546204
859.8,859.65,859.6,859.55,859.5,859.95,860.0,860.05,860.1,860.15,80,6,320,764,1215,79,1177,1267,1725,1385,2,1,5,7,9,2,7,11,16,15,1720789113.715421
859.9,859.8,859.7,859.65,859.6,860.0,860.05,860.1,860.15,860.2,2,80,12,288,804,617,800,1631,768,2974,1,2,1,3,9,3,6,12,13,24,1720789114.798683
859.95,859.8,859.7,859.65,859.6,860.0,860.05,860.1,860.15,860.2,1,71,55,313,622,512,800,1595,1063,2991,1,2,2,4,7,3,6,11,14,24,1720789115.715582
859.95,859.8,859.7,859.65,859.6,860.0,860.05,860.1,860.15,860.2,1,71,67,539,622,357,800,1376,1063,2914,1,2,3,6,7,3,6,10,14,22,1720789116.744529
859.8,859.7,859.65,859.6,859.55,860.0,860.05,860.1,860.15,860.2,71,55,539,634,935,202,750,1412,1075,2914,2,2,6,8,9,2,5,11,15,22,1720789117.711563
859.8,859.7,859.65,859.6,859.55,860.0,860.05,860.1,860.15,860.2,71,34,533,622,981,169,494,1424,1063,3030,2,1,5,7,10,2,5,12,14,23,1720789118.718303
859.8,859.75,859.7,859.65,859.6,860.0,860.05,860.1,860.15,860.2,71,54,145,533,634,169,488,1184,1069,3042,2,1,2,5,8,2,4,10,15,24,1720789119.816353
859.85,859.8,859.75,859.7,859.65,860.0,860.05,860.1,860.15,860.2,663,609,515,407,1395,102,357,331,685,1840,7,6,5,9,9,2,2,3,10,16,1720789120.9277
860.0,859.95,859.9,859.85,859.8,860.05,860.1,860.15,860.2,860.25,29,7,216,744,541,225,331,685,1674,1561,2,1,2,9,7,1,3,10,14,11,1720789121.967218
860.05,860.0,859.95,859.9,859.85,860.1,860.15,860.2,860.25,860.3,19,27,7,216,744,301,458,1961,1568,816,1,2,1,2,9,2,9,15,12,9,1720789123.119717
859.95,859.9,859.85,859.8,859.75,860.1,860.15,860.2,860.25,860.3,7,177,671,328,555,206,458,1961,1847,944,1,2,8,5,8,1,9,15,12,12,1720789124.219543
859.95,859.9,859.85,859.8,859.75,860.0,860.1,860.15,860.2,860.25,7,177,616,212,608,479,206,458,2015,1860,1,2,6,3,9,1,1,9,16,13,1720789125.3312
859.95,859.9,859.85,859.8,859.75,860.0,860.1,860.15,860.2,860.25,7,177,616,212,608,476,206,458,2015,1574,1,2,6,3,9,2,1,9,16,12,1720789125.520197
859.95,859.9,859.85,859.8,859.75,860.0,860.1,860.15,860.2,860.25,7,177,616,212,499,283,206,458,2015,1561,1,2,6,3,8,2,1,9,16,11,1720789126.779856
859.85,859.8,859.75,859.7,859.65,860.0,860.1,860.15,860.2,860.25,648,212,479,173,1409,50,211,691,2015,1579,4,3,6,3,13,2,2,10,16,13,1720789127.73839
859.95,859.85,859.8,859.75,859.7,860.0,860.1,860.15,860.2,860.25,1,703,212,479,173,50,211,691,2015,1579,1,5,3,6,3,2,2,10,16,13,1720789128.528728
859.85,859.8,859.75,859.7,859.65,860.0,860.1,860.15,860.2,860.25,700,212,479,173,1485,50,211,691,2054,1579,5,3,6,3,14,2,2,10,17,13,1720789129.64777
860.0,859.85,859.8,859.75,859.7,860.1,860.15,860.2,860.25,860.3,183,700,225,479,173,211,458,2015,1566,1236,1,5,4,6,3,2,9,16,12,14,1720789130.740247
860.0,859.85,859.8,859.75,859.7,860.1,860.15,860.2,860.25,860.3,183,700,225,479,173,213,458,2049,1566,1236,1,5,4,6,3,3,9,17,12,14,1720789131.899645
860.0,859.85,859.8,859.75,859.7,860.1,860.15,860.2,860.25,860.3,179,720,212,479,173,205,458,2049,1566,1229,1,7,3,6,3,3,9,17,12,13,1720789132.938792
860.0,859.85,859.8,859.75,859.7,860.1,860.15,860.2,860.25,860.3,178,720,1212,479,173,205,458,2049,1853,1229,1,7,4,6,3,4,9,17,13,13,1720789133.94092
860.0,859.85,859.8,859.75,859.7,860.1,860.15,860.2,860.25,860.3,180,761,1264,492,173,200,458,2049,1853,1175,2,7,5,7,3,4,9,17,13,12,1720789134.734351
860.0,859.85,859.8,859.75,859.7,860.1,860.15,860.2,860.25,860.3,16,841,1264,492,173,189,458,2142,1860,1112,2,8,5,7,3,4,9,18,14,12,1720789135.939661
860.0,859.85,859.8,859.75,859.7,860.1,860.15,860.2,860.25,860.3,22,842,1264,492,173,166,458,2142,1860,1125,3,8,5,7,3,4,9,18,14,13,1720789137.019766
860.0,859.85,859.8,859.75,859.7,860.05,860.1,860.15,860.2,860.25,22,847,1264,492,180,35,177,458,2049,1573,3,7,5,7,4,1,6,9,17,13,1720789138.135
860.0,859.85,859.8,859.75,859.7,860.05,860.1,860.15,860.2,860.25,6,847,1264,492,180,35,177,458,2049,1573,2,7,5,7,4,1,6,9,17,13,1720789138.942113
860.0,859.85,859.8,859.75,859.7,860.05,860.1,860.15,860.2,860.25,7,821,1264,492,180,33,177,463,2088,1573,2,6,5,7,4,1,6,10,18,13,1720789139.989704
860.0,859.85,859.8,859.75,859.7,860.05,860.1,860.15,860.2,860.25,8,821,1264,492,173,33,177,463,2101,1573,2,6,5,7,3,1,6,10,19,13,1720789140.94327
860.05,860.0,859.85,859.8,859.75,860.1,860.15,860.2,860.25,860.3,36,36,821,1264,498,177,463,1818,1573,1178,2,4,6,5,8,6,10,16,13,14,1720789142.242254
860.05,860.0,859.85,859.8,859.75,860.1,860.15,860.2,860.25,860.3,36,36,712,1264,492,173,463,1818,1862,1178,2,4,4,5,7,6,10,16,14,14,1720789143.14206
860.05,860.0,859.9,859.85,859.8,860.1,860.15,860.2,860.25,860.3,36,36,57,244,1207,171,728,2026,1971,1695,2,4,1,2,3,6,13,19,15,13,1720789144.153348
860.05,860.0,859.9,859.85,859.8,860.1,860.15,860.2,860.25,860.3,36,36,57,116,1207,171,728,2016,1971,1707,2,4,1,2,3,6,13,19,15,14,1720789145.416646
860.05,860.0,859.9,859.85,859.8,860.1,860.15,860.2,860.25,860.3,36,36,57,116,1207,168,729,2016,1971,1707,2,4,1,2,3,6,14,19,15,14,1720789145.746576
860.1,860.05,860.0,859.9,859.85,860.15,860.2,860.25,860.3,860.35,24,10,42,57,174,434,2169,1871,1697,1517,1,1,5,1,3,10,21,14,13,20,1720789146.74819
860.1,860.05,860.0,859.95,859.9,860.2,860.25,860.3,860.35,860.4,23,10,42,27,62,636,1519,1116,1194,2746,2,1,5,1,2,10,10,11,16,28,1720789147.947742
860.1,860.05,860.0,859.9,859.85,860.2,860.25,860.3,860.35,860.4,23,10,42,62,465,635,1519,1451,1217,2779,2,1,5,2,5,10,10,14,16,28,1720789148.94804
860.0,859.9,859.85,859.8,859.75,860.05,860.1,860.15,860.2,860.25,6,57,100,1000,70,415,613,731,1808,2218,1,1,1,1,1,4,5,10,20,17,1720789150.158927
859.9,859.85,859.65,859.6,859.55,860.05,860.1,860.15,860.2,860.25,57,100,331,576,1732,556,920,1225,1874,1929,1,1,4,5,11,6,8,11,22,16,1720789150.751671
859.85,859.65,859.6,859.55,859.5,859.95,860.0,860.05,860.1,860.15,99,307,699,1819,1230,54,34,714,1349,1422,1,3,6,13,8,1,1,7,9,17,1720789151.948752
859.85,859.65,859.6,859.55,859.5,860.0,860.05,860.1,860.15,860.2,166,434,699,1916,1315,33,849,1185,798,2509,2,4,6,15,11,1,8,7,12,25,1720789152.950734
859.95,859.85,859.75,859.7,859.65,860.05,860.1,860.15,860.2,860.25,2,166,282,302,488,692,915,1003,2001,1805,1,2,2,3,5,5,6,11,23,14,1720789154.351392
860.0,859.95,859.9,859.85,859.75,860.05,860.1,860.15,860.2,860.25,1,58,8,191,282,592,690,967,1815,1817,1,2,1,3,2,4,4,10,22,15,1720789155.352507
860.0,859.95,859.9,859.85,859.75,860.05,860.1,860.15,860.2,860.25,7,58,8,108,282,463,690,967,2098,1817,2,2,1,2,2,4,4,10,23,15,1720789156.352244
859.95,859.9,859.85,859.75,859.65,860.0,860.05,860.1,860.15,860.2,18,8,108,282,558,1,513,690,978,2098,2,1,2,2,7,1,5,4,10,23,1720789157.193217
860.0,859.95,859.9,859.85,859.75,860.05,860.1,860.15,860.2,860.25,7,18,8,108,282,479,690,966,1815,1817,1,2,1,2,2,5,4,9,22,15,1720789158.149112
860.0,859.95,859.9,859.85,859.75,860.05,860.1,860.15,860.2,860.25,9,16,59,108,282,457,690,926,2099,1817,2,1,2,2,2,4,4,8,23,15,1720789159.356075
859.95,859.9,859.85,859.75,859.65,860.05,860.1,860.15,860.2,860.25,3,59,108,294,439,457,690,926,2023,1893,2,2,2,3,7,4,4,8,22,16,1720789160.355937
859.95,859.9,859.85,859.75,859.65,860.0,860.05,860.1,860.15,860.2,51,59,108,282,433,104,407,690,926,1879,2,2,2,2,6,2,3,4,8,23,1720789161.152062
859.95,859.9,859.85,859.75,859.65,860.0,860.05,860.1,860.15,860.2,34,59,108,282,379,50,461,690,981,1879,1,2,2,2,5,1,4,4,9,23,1720789162.210169
859.95,859.9,859.85,859.75,859.65,860.05,860.1,860.15,860.2,860.25,40,59,108,293,375,365,690,981,1781,1988,2,2,2,3,5,4,4,9,22,17,1720789163.16692
860.0,859.9,859.85,859.75,859.65,860.05,860.1,860.15,860.2,860.25,2,8,108,332,443,358,744,981,1826,2041,1,1,2,3,7,4,5,9,22,18,1720789164.359455
860.0,859.9,859.85,859.75,859.65,860.05,860.1,860.15,860.2,860.25,2,8,108,332,389,353,744,981,2105,2041,1,1,2,3,6,4,5,9,23,18,1720789164.549615
859.9,859.85,859.75,859.7,859.65,859.95,860.0,860.05,860.1,860.15,1,9,50,6,371,1,26,353,920,1028,1,1,1,1,4,1,2,4,8,11,1720789165.659522
859.85,859.75,859.65,859.6,859.55,859.9,860.05,860.1,860.15,860.2,9,50,371,826,1621,5,482,904,977,2014,1,1,4,11,8,1,6,7,9,23,1720789166.818242
859.9,859.85,859.75,859.65,859.6,860.0,860.05,860.1,860.15,860.2,7,9,50,79,425,319,726,910,1921,2580,1,1,1,2,4,3,8,8,18,24,1720789167.756498
859.9,859.85,859.75,859.65,859.6,860.0,860.05,860.1,860.15,860.2,7,9,50,79,490,504,640,921,1689,2519,1,1,1,2,4,3,7,9,16,23,1720789168.752778
859.85,859.75,859.7,859.65,859.6,860.0,860.05,860.1,860.15,860.2,9,50,50,200,554,233,428,910,1327,2665,1,1,1,4,7,2,5,8,13,26,1720789169.788425
859.85,859.75,859.7,859.65,859.6,859.95,860.0,860.05,860.1,860.15,9,50,6,146,439,1,167,360,904,1707,1,1,1,3,5,1,2,6,7,18,1720789170.75677
859.75,859.65,859.6,859.55,859.5,859.95,860.0,860.05,860.1,860.15,15,146,447,846,1171,54,200,671,1152,1042,1,3,5,9,7,1,2,7,13,9,1720789171.83543
859.75,859.65,859.6,859.55,859.5,859.95,860.0,860.05,860.1,860.15,15,498,581,923,1179,59,67,322,1011,788,1,5,7,9,9,1,2,5,12,9,1720789173.068298
859.7,859.65,859.6,859.55,859.5,859.95,860.0,860.05,860.1,860.15,331,374,601,956,1883,68,7,906,1055,773,3,4,8,9,11,3,1,7,10,10,1720789173.961711
859.85,859.8,859.75,859.7,859.65,859.95,860.0,860.05,860.1,860.15,2,1,162,418,435,171,7,498,691,748,1,1,1,5,6,1,1,4,7,9,1720789175.010011
860.05,860.0,859.95,859.9,859.85,860.15,860.2,860.25,860.3,860.35,261,182,540,415,683,18,331,1550,752,819,4,4,6,5,11,1,9,11,7,10,1720789176.168978
860.2,860.1,860.05,860.0,859.95,860.25,860.3,860.35,860.4,860.45,7,52,6,420,401,1393,582,852,1711,336,1,2,1,8,4,4,7,11,17,8,1720789177.476197
860.0,859.9,859.85,859.8,859.75,860.2,860.25,860.3,860.35,860.4,6,69,142,41,520,400,1555,1218,1492,2773,1,3,3,3,5,5,5,13,17,23,1720789178.160067
860.0,859.9,859.85,859.8,859.75,860.2,860.25,860.3,860.35,860.4,6,69,217,52,520,333,1555,1176,1481,2779,1,3,5,4,5,5,5,12,16,24,1720789178.671391
860.15,859.85,859.8,859.75,859.7,860.2,860.25,860.3,860.35,860.4,6,138,530,647,332,171,1523,1139,2175,2719,1,3,4,9,7,3,7,13,16,22,1720789179.618225
860.1,859.9,859.85,859.8,859.75,860.2,860.25,860.3,860.35,860.4,32,2,355,567,660,433,1652,1359,2284,2737,1,1,6,4,9,5,9,11,17,23,1720789180.563261
860.05,859.9,859.85,859.8,859.75,860.2,860.25,860.3,860.35,860.4,23,66,670,358,653,15,1578,1149,1967,2621,1,2,10,5,8,2,9,10,16,22,1720789182.162468
860.05,859.95,859.9,859.85,859.8,860.15,860.25,860.3,860.35,860.4,48,70,445,777,423,5,1312,1316,1379,2732,1,1,6,12,4,1,5,11,16,23,1720789183.361266
860.05,860.0,859.9,859.85,859.8,860.15,860.2,860.25,860.3,860.35,21,3,52,379,285,23,282,1528,1688,1610,1,1,2,6,2,1,2,7,16,17,1720789184.359366
860.05,860.0,859.95,859.9,859.85,860.15,860.2,860.25,860.3,860.35,30,3,10,96,144,104,815,1879,1249,2314,1,1,1,3,4,3,7,10,13,19,1720789185.16541
860.0,859.9,859.85,859.8,859.75,860.05,860.1,860.2,860.25,860.3,6,53,426,302,483,51,35,762,1750,1531,1,2,6,4,7,1,1,7,8,16,1720789186.158127
860.1,860.0,859.9,859.85,859.8,860.2,860.25,860.3,860.35,860.4,7,6,108,546,370,392,1049,1253,1996,2839,1,1,4,8,5,5,5,14,17,23,1720789187.360056
860.1,860.0,859.9,859.85,859.8,860.2,860.25,860.3,860.35,860.4,32,6,114,496,353,225,1357,1177,2066,2850,2,1,5,7,3,3,6,13,17,24,1720789188.164249
859.9,859.85,859.8,859.75,859.7,860.2,860.25,860.3,860.35,860.4,21,338,364,416,313,280,1730,1242,2140,2943,1,4,4,6,6,4,10,15,18,26,1720789189.163484
859.9,859.85,859.8,859.75,859.7,860.2,860.25,860.3,860.35,860.4,175,627,370,416,443,65,1639,1204,2041,2850,3,5,5,6,8,4,9,13,18,24,1720789190.167739
860.15,859.95,859.9,859.85,859.8,860.25,860.3,860.35,860.4,860.45,2,98,31,627,508,1349,1347,1138,2049,1575,1,1,2,5,6,7,10,15,22,18,1720789191.364935
860.15,859.9,859.85,859.8,859.75,860.25,860.3,860.35,860.4,860.45,1,14,567,496,525,1426,1114,1150,2049,1637,1,1,4,5,7,8,9,16,22,18,1720789192.213392
859.85,859.8,859.75,859.7,859.65,860.2,860.25,860.3,860.35,860.4,361,352,658,882,735,645,1649,1529,1905,2641,3,3,8,8,8,4,10,13,19,21,1720789193.165182
859.75,859.7,859.65,859.6,859.55,860.0,860.05,860.1,860.15,860.2,320,170,342,2319,2414,80,10,154,531,1249,5,3,6,11,12,1,1,2,6,10,1720789194.369667
859.75,859.7,859.65,859.6,859.55,860.0,860.05,860.1,860.15,860.2,259,170,342,2319,2414,80,10,603,531,1384,3,3,6,11,12,1,1,4,6,13,1720789194.671514
859.9,859.75,859.7,859.65,859.6,860.1,860.15,860.2,860.25,860.3,1,172,194,366,1680,521,460,1414,2210,1974,1,3,4,7,7,3,9,14,13,15,1720789195.567464
859.9,859.75,859.7,859.65,859.6,860.1,860.15,860.2,860.25,860.3,1,193,265,522,1740,236,644,740,2415,2168,1,4,7,8,9,2,8,7,16,18,1720789197.169163
860.0,859.9,859.75,859.7,859.65,860.1,860.15,860.2,860.25,860.3,4,1,307,129,483,236,345,765,2415,2180,1,1,3,4,6,2,5,8,16,19,1720789197.673667
859.8,859.75,859.7,859.65,859.6,860.15,860.2,860.25,860.3,860.35,28,471,81,507,1687,634,930,2427,2168,2130,1,7,3,7,8,10,11,17,18,22,1720789199.471491
859.85,859.75,859.7,859.65,859.6,860.1,860.15,860.2,860.25,860.3,1,306,74,352,1563,369,888,1148,2286,2277,1,4,2,6,5,2,11,15,14,19,1720789200.474481
859.75,859.7,859.65,859.6,859.55,860.1,860.15,860.2,860.25,860.3,459,542,883,1713,2050,243,557,1049,2348,2223,6,6,7,9,9,2,10,12,15,18,1720789201.479192
859.75,859.7,859.65,859.6,859.55,860.15,860.2,860.25,860.3,860.35,609,478,608,1628,2117,275,1153,2282,2238,2743,5,8,5,9,9,8,15,14,19,21,1720789202.470379
859.65,859.6,859.55,859.5,859.45,860.05,860.1,860.15,860.2,860.25,344,1363,1305,1336,1095,578,1007,886,1968,2469,4,5,8,11,9,6,13,13,14,17,1720789203.47741
859.65,859.6,859.55,859.5,859.45,859.95,860.0,860.05,860.1,860.15,632,1410,1239,1337,1123,104,482,726,931,862,6,5,5,11,11,1,4,8,9,12,1720789204.474269
859.85,859.7,859.65,859.6,859.55,859.95,860.05,860.1,860.15,860.2,1,191,590,1434,1263,25,647,1061,839,1870,1,3,7,5,6,1,6,12,13,13,1720789205.473282
859.7,859.65,859.6,859.55,859.5,860.0,860.05,860.1,860.15,860.2,48,130,1358,1489,1188,454,889,1037,799,2060,1,3,4,10,8,5,11,12,12,15,1720789206.478303
859.7,859.65,859.6,859.55,859.5,860.0,860.05,860.1,860.15,860.2,23,130,1358,1430,1188,454,1120,1061,799,2060,1,3,4,9,8,5,12,13,12,15,1720789206.668352
859.7,859.65,859.6,859.55,859.5,859.95,860.0,860.05,860.1,860.15,2,134,1358,1430,1242,146,121,1004,1071,723,1,3,4,9,9,1,2,11,12,11,1720789207.671487
859.7,859.65,859.6,859.55,859.5,859.95,860.0,860.05,860.1,860.15,3,184,1391,1500,1242,2,121,987,1071,734,2,4,5,11,9,1,2,9,12,12,1720789208.676546
859.7,859.65,859.6,859.55,859.5,860.05,860.1,860.15,860.2,860.25,48,184,1493,643,1328,679,877,687,2524,2353,1,4,6,6,10,8,11,10,14,15,1720789209.674305
859.7,859.65,859.6,859.55,859.5,860.0,860.05,860.1,860.15,860.2,48,104,1460,643,1112,326,897,1104,687,2584,1,2,5,6,7,4,10,13,10,14,1720789210.690575
859.7,859.6,859.55,859.5,859.45,860.0,860.05,860.1,860.15,860.2,11,1351,684,1112,1142,611,1162,1090,1352,2525,1,3,6,7,10,8,14,13,10,14,1720789211.679615
859.6,859.55,859.5,859.45,859.4,859.95,860.0,860.05,860.1,860.15,1127,639,1119,1133,1021,457,1109,1027,1164,1898,3,5,8,10,6,6,9,11,12,11,1720789212.678419
859.8,859.65,859.6,859.55,859.5,859.95,860.0,860.05,860.1,860.15,1,2,999,471,1119,207,1103,730,1188,1677,1,1,1,5,8,4,9,10,13,10,1720789213.882897
859.6,859.55,859.5,859.45,859.4,859.95,860.0,860.05,860.1,860.15,640,419,1119,1076,395,435,1086,853,1829,1354,1,4,8,8,5,6,9,11,15,11,1720789214.946039
859.8,859.55,859.5,859.45,859.4,859.9,859.95,860.0,860.05,860.1,10,807,1111,1080,449,5,331,1733,750,1383,1,3,8,9,5,1,7,11,9,12,1720789216.083832
859.55,859.5,859.45,859.4,859.35,859.9,859.95,860.0,860.05,860.1,927,1004,410,373,763,372,579,2539,1031,1544,3,6,5,4,7,3,11,15,10,12,1720789217.290077
859.9,859.75,859.65,859.6,859.55,859.95,860.0,860.05,860.1,860.15,33,7,10,248,1155,905,2124,896,1292,2441,1,1,1,2,4,4,11,10,10,11,1720789218.479318
859.9,859.75,859.7,859.65,859.6,859.95,860.0,860.05,860.1,860.15,1,7,7,10,340,75,1990,1646,1292,1623,1,1,1,1,3,2,9,11,10,9,1720789218.727791
859.75,859.6,859.55,859.5,859.45,859.95,860.0,860.05,860.1,860.15,7,392,1155,1016,793,151,2436,1047,1346,2163,1,4,4,8,7,3,8,13,11,12,1720789219.963636
859.9,859.85,859.8,859.75,859.65,860.0,860.05,860.1,860.15,860.2,28,30,1,64,286,10,271,594,754,3123,1,1,1,2,3,1,5,7,9,16,1720789221.080951
859.65,859.6,859.55,859.5,859.45,860.0,860.05,860.1,860.15,860.2,247,469,1231,1166,792,493,420,1540,2121,2751,1,4,9,8,8,5,9,13,12,17,1720789222.085666
859.55,859.5,859.45,859.4,859.35,859.9,859.95,860.0,860.05,860.1,503,1004,706,501,989,345,1341,1052,1205,1831,1,6,8,7,7,3,14,10,16,16,1720789223.292924
859.75,859.55,859.5,859.45,859.4,859.95,860.0,860.05,860.1,860.15,4,782,1011,712,502,1874,1004,874,1481,2165,2,3,7,8,7,11,8,13,13,15,1720789224.48656
859.75,859.55,859.5,859.45,859.4,859.95,860.0,860.05,860.1,860.15,4,782,1011,712,502,1840,1004,868,1439,2165,2,3,7,8,7,10,8,13,12,15,1720789224.687911
859.8,859.65,859.6,859.55,859.5,859.95,860.0,860.05,860.1,860.15,1,17,435,973,1016,706,722,691,1459,2093,1,1,7,9,7,5,4,11,13,12,1720789225.895665
859.6,859.55,859.5,859.45,859.4,859.9,859.95,860.0,860.05,860.1,453,730,1174,844,474,3,951,722,775,1435,7,7,9,10,6,1,5,4,11,12,1720789227.086861
