bid_price1,bid_price2,bid_price3,bid_price4,bid_price5,bid_size1,bid_size2,bid_size3,bid_size4,bid_size5,bid_order1,bid_order2,bid_order3,bid_order4,bid_order5,ask_price1,ask_price2,ask_price3,ask_price4,ask_price5,ask_size1,ask_size2,ask_size3,ask_size4,ask_size5,ask_order1,ask_order2,ask_order3,ask_order4,ask_order5,time
861.4,861.35,861.3,861.25,861.2,861.75,861.8,861.85,861.9,861.95,247,217,536,484,1581,151,3995,1439,2446,2931,3,5,4,8,14,1,14,5,9,18,1720782115.843526
861.55,861.5,861.45,861.4,861.35,861.8,861.9,861.95,862.0,862.05,669,630,635,575,646,254,50,2376,77651,3462,5,7,7,8,7,1,1,8,424,10,1720782117.045093
861.75,861.7,861.65,861.6,861.55,862.0,862.05,862.1,862.15,862.2,81,148,290,1294,807,75062,225,2862,2488,6465,2,3,4,12,10,391,3,10,9,17,1720782118.251642
861.85,861.8,861.75,861.7,861.65,861.95,862.0,862.05,862.1,862.15,34,149,130,317,197,94,73192,225,2791,501,1,2,3,6,4,1,356,3,9,5,1720782119.447406
861.75,861.7,861.65,861.6,861.55,862.0,862.05,862.1,862.15,862.2,196,25,129,997,643,71191,330,2791,2732,5758,2,1,2,8,6,334,5,9,11,15,1720782120.648391
861.8,861.75,861.7,861.65,861.6,861.95,862.0,862.05,862.1,862.15,201,195,25,411,1002,94,70946,225,4049,2145,2,1,1,4,9,1,328,3,13,10,1720782120.848653
861.8,861.75,861.65,861.6,861.55,862.0,862.05,862.1,862.15,862.2,70,50,396,128,320,68842,251,3092,732,4851,3,1,4,5,6,293,4,11,11,14,1720782122.052421
861.95,861.9,861.85,861.8,861.75,862.0,862.05,862.1,862.15,862.2,482,840,465,1112,370,44587,225,2759,501,4169,6,5,7,7,6,208,3,8,5,8,1720782123.255822
861.85,861.8,861.75,861.7,861.65,862.0,862.05,862.1,862.15,862.2,102,91,261,120,380,41506,225,3072,654,4763,2,2,3,3,7,204,3,11,7,15,1720782124.278938
861.9,861.85,861.8,861.75,861.7,862.0,862.05,862.1,862.15,862.2,49,153,131,695,1163,37978,252,2759,501,4169,1,4,3,8,7,197,4,8,5,8,1720782125.260798
861.9,861.85,861.8,861.75,861.7,862.0,862.05,862.1,862.15,862.2,622,294,131,695,1203,35786,225,2759,501,4169,3,6,3,8,7,152,3,8,5,8,1720782126.253974
861.85,861.8,861.75,861.7,861.65,862.0,862.05,862.1,862.15,862.2,141,117,397,407,356,33529,225,3203,582,4299,3,3,6,5,6,133,3,12,7,10,1720782127.260658
861.95,861.8,861.75,861.7,861.65,862.0,862.05,862.1,862.15,862.2,24,54,166,431,330,31393,225,2813,501,4784,2,1,2,6,5,122,3,9,5,15,1720782128.250721
861.75,861.7,861.65,861.6,861.55,861.85,861.9,861.95,862.0,862.05,48,50,222,185,253,60,32,279,28209,497,1,1,3,2,4,1,1,2,98,8,1720782129.45912
861.8,861.7,861.65,861.6,861.55,861.95,862.0,862.05,862.1,862.15,216,132,546,699,353,119,27478,278,3150,657,2,3,6,6,6,1,93,4,11,7,1720782130.662827
861.95,861.8,861.75,861.7,861.65,862.0,862.05,862.1,862.15,862.2,15,54,183,462,546,26876,278,3150,581,4578,2,1,2,7,6,94,4,11,6,12,1720782130.850185
861.75,861.65,861.6,861.55,861.5,862.0,862.05,862.1,862.15,862.2,136,336,606,152,998,24215,339,3073,2112,7018,1,7,6,2,13,94,5,11,12,15,1720782132.063911
861.75,861.7,861.65,861.6,861.55,862.0,862.05,862.1,862.15,862.2,1,2,275,683,462,22281,413,3041,3016,6328,1,2,6,8,5,92,6,10,16,15,1720782133.494437
861.7,861.65,861.6,861.55,861.5,861.9,861.95,862.0,862.05,862.1,322,201,161,154,643,18,241,22608,398,4993,3,3,2,2,9,1,2,100,6,17,1720782134.452349
861.95,861.9,861.75,861.7,861.65,862.0,862.05,862.1,862.15,862.2,184,133,33,324,338,22091,326,3900,4336,6247,2,2,1,3,6,86,5,12,15,16,1720782135.454641
861.55,861.5,861.4,861.35,861.3,861.65,861.75,861.8,861.85,861.9,354,100,585,122,1132,151,32,204,505,690,5,2,4,3,6,1,1,3,5,10,1720782136.458463
861.75,861.65,861.6,861.55,861.5,861.9,861.95,862.0,862.05,862.1,5,190,7,283,800,61,376,14373,1548,5845,2,2,1,3,8,1,4,93,7,17,1720782137.457053
861.7,861.65,861.6,861.55,861.5,862.0,862.05,862.1,862.15,862.2,3,623,404,273,935,9202,300,3445,1931,8111,1,10,6,6,9,76,4,11,8,18,1720782138.45446
861.65,861.6,861.55,861.5,861.45,861.95,862.0,862.05,862.1,862.15,338,303,177,518,256,15,8567,406,4333,2106,7,6,4,6,5,1,77,8,13,10,1720782139.461526
861.95,861.9,861.75,861.7,861.65,862.0,862.05,862.1,862.15,862.2,90,33,134,263,784,7949,245,2759,723,5467,6,1,3,5,12,72,4,8,6,12,1720782140.46264
861.95,861.9,861.85,861.75,861.7,862.0,862.05,862.1,862.15,862.2,67,34,51,228,352,6929,245,2811,723,5525,6,2,1,3,3,62,4,9,6,13,1720782141.457572
861.95,861.9,861.85,861.8,861.75,862.0,862.05,862.1,862.15,862.2,25,76,334,435,490,130,245,2759,723,4169,1,2,3,4,6,5,4,8,6,8,1720782142.464404
861.95,861.9,861.85,861.8,861.75,862.0,862.05,862.1,862.15,862.2,167,76,385,93,443,282,245,2759,723,4223,4,2,3,1,7,4,4,8,6,9,1720782143.459636
862.05,861.95,861.9,861.85,861.8,862.1,862.15,862.2,862.25,862.3,52,54,76,547,508,2385,723,3389,461,3760,1,1,2,6,4,3,6,7,8,13,1720782144.570433
862.0,861.95,861.9,861.85,861.8,862.05,862.1,862.15,862.2,862.25,14,57,76,473,513,55,1977,723,3443,466,1,1,2,4,5,1,3,6,8,9,1720782145.46592
861.95,861.9,861.85,861.8,861.75,862.1,862.15,862.2,862.25,862.3,37,50,54,508,556,1166,723,3443,567,3863,1,1,1,4,7,4,6,8,10,15,1720782146.570885
862.0,861.95,861.9,861.85,861.8,862.1,862.15,862.2,862.25,862.3,96,127,50,95,508,789,723,3389,515,3757,1,2,1,2,4,4,6,7,9,13,1720782147.459466
862.0,861.95,861.9,861.8,861.75,862.1,862.15,862.2,862.25,862.3,7,180,154,678,565,49,288,3389,625,3706,3,4,3,6,8,1,4,7,11,12,1720782148.570566
862.0,861.95,861.9,861.8,861.75,862.15,862.2,862.25,862.3,862.35,169,18,10,54,179,240,2758,871,6860,1869,2,2,1,1,3,4,4,13,19,11,1720782149.65941
862.0,861.95,861.9,861.85,861.8,862.1,862.2,862.25,862.3,862.35,156,82,409,289,1024,44,1886,513,3706,842,2,2,5,3,8,2,3,9,12,7,1720782150.658892
861.85,861.8,861.75,861.7,861.65,862.2,862.25,862.3,862.35,862.4,309,211,261,1583,927,1391,515,3782,960,4911,3,2,5,13,10,4,9,15,8,27,1720782151.663566
861.8,861.75,861.7,861.65,861.6,862.15,862.2,862.25,862.3,862.35,121,302,1095,837,1815,629,1426,841,4083,1692,3,5,8,9,14,7,10,15,20,10,1720782152.681854
861.8,861.75,861.7,861.65,861.6,862.15,862.2,862.25,862.3,862.35,213,715,1346,891,1239,224,3174,1006,4030,1682,3,8,9,10,13,2,9,18,18,10,1720782153.666214
861.95,861.8,861.75,861.7,861.65,862.2,862.25,862.3,862.35,862.4,203,416,715,1476,837,3028,1028,4036,2432,6211,2,4,8,11,8,6,19,18,11,27,1720782153.876185
862.0,861.95,861.9,861.85,861.8,862.2,862.25,862.3,862.35,862.4,246,159,116,350,864,1992,629,3912,990,6959,2,3,1,4,8,4,11,16,10,27,1720782154.866236
862.0,861.95,861.9,861.85,861.8,862.2,862.25,862.3,862.35,862.4,49,162,116,363,1003,1430,461,3706,856,6123,1,3,1,4,9,4,8,12,8,24,1720782155.920361
862.0,861.95,861.9,861.85,861.8,862.2,862.25,862.3,862.35,862.4,110,155,116,190,710,1364,520,3807,984,5960,1,3,1,3,7,5,10,14,10,30,1720782156.865076
862.0,861.95,861.85,861.8,861.75,862.1,862.15,862.2,862.25,862.3,115,80,70,12,206,184,300,2053,734,3915,2,2,1,2,3,1,4,10,11,15,1720782157.866065
862.0,861.95,861.85,861.8,861.75,862.15,862.2,862.25,862.3,862.35,21,80,70,89,54,312,2146,1081,3886,2885,2,2,1,4,1,4,10,16,16,15,1720782159.094975
862.0,861.95,861.85,861.8,861.75,862.15,862.2,862.25,862.3,862.35,9,80,170,596,130,129,2147,809,3994,1259,2,2,2,8,2,4,11,12,18,11,1720782160.067703
861.75,861.7,861.65,861.6,861.55,861.95,862.0,862.05,862.1,862.15,1,805,598,826,357,79,193,101,314,600,1,3,5,9,6,2,5,2,4,9,1720782161.16315
861.7,861.65,861.6,861.55,861.5,861.85,861.9,861.95,862.0,862.05,799,519,191,401,565,33,131,181,768,309,3,3,3,8,6,1,3,4,6,5,1720782162.166976
861.7,861.65,861.6,861.55,861.5,861.8,861.85,861.95,862.0,862.05,306,519,60,191,515,55,47,168,768,273,2,3,2,4,5,1,1,4,6,5,1720782163.089157
861.55,861.5,861.45,861.4,861.35,861.7,861.75,861.85,861.9,861.95,142,53,329,870,190,11,77,165,149,919,2,2,3,8,4,1,3,5,4,4,1720782164.215418
861.55,861.5,861.45,861.4,861.35,861.75,861.9,861.95,862.0,862.05,613,281,463,729,461,16,87,1027,856,657,5,3,6,5,8,1,2,6,6,9,1720782165.203594
861.75,861.7,861.65,861.6,861.55,861.85,861.9,861.95,862.0,862.05,194,10,408,335,672,25,45,45,715,275,2,1,4,3,8,1,1,1,4,5,1720782166.26358
861.75,861.7,861.65,861.6,861.55,861.85,861.9,861.95,862.0,862.05,168,9,74,39,474,32,44,290,770,167,1,1,2,1,6,1,1,3,6,3,1720782167.173233
861.85,861.8,861.75,861.7,861.65,861.9,861.95,862.0,862.05,862.1,129,7,466,9,1,43,131,124,66,585,2,1,1,1,1,1,3,4,2,6,1720782168.374587
861.85,861.8,861.75,861.7,861.65,861.9,861.95,862.0,862.05,862.1,128,7,466,42,1,43,124,124,104,507,2,1,1,2,1,1,3,4,2,6,1720782169.4376
861.7,861.55,861.5,861.45,861.4,861.8,861.85,861.9,861.95,862.0,11,132,53,107,1060,43,63,59,466,803,2,2,2,2,9,1,2,3,8,12,1720782170.574196
861.45,861.4,861.35,861.3,861.25,861.8,861.85,861.9,861.95,862.0,357,183,286,902,424,63,373,1793,2100,1663,3,3,7,8,9,4,7,9,12,8,1720782171.575686
861.8,861.75,861.7,861.55,861.5,861.85,861.9,861.95,862.0,862.05,454,468,3,214,543,10,1,30,239,349,3,2,1,5,5,1,1,2,5,4,1720782172.579099
861.8,861.75,861.7,861.6,861.55,861.9,861.95,862.0,862.05,862.1,625,66,3,46,174,41,68,355,595,716,2,2,1,1,3,1,2,6,6,6,1720782173.784416
861.8,861.75,861.7,861.65,861.6,861.95,862.0,862.05,862.1,862.15,327,66,3,344,255,42,355,30,333,2948,2,2,1,3,3,1,6,2,3,13,1720782173.981481
861.8,861.75,861.7,861.65,861.6,862.05,862.1,862.15,862.2,862.25,471,66,165,348,395,6,415,4281,6338,2939,3,2,5,3,5,1,5,13,26,18,1720782174.997872
861.95,861.9,861.75,861.7,861.65,862.1,862.15,862.2,862.25,862.3,1,66,113,409,54,62,316,5637,3662,6175,1,2,2,5,1,3,3,20,20,22,1720782175.984909
861.9,861.7,861.6,861.55,861.5,862.0,862.05,862.1,862.15,862.2,67,37,524,229,664,40,118,1135,4934,4277,3,2,5,3,7,2,3,7,11,22,1720782177.015885
861.55,861.5,861.45,861.4,861.35,861.65,861.7,861.85,861.9,861.95,493,163,275,648,394,54,21,26,339,1421,5,2,4,8,6,1,1,1,4,8,1720782178.187836
861.65,861.6,861.55,861.5,861.45,861.95,862.0,862.05,862.1,862.15,256,449,357,655,298,39,291,362,2556,1785,3,4,7,7,4,1,6,8,10,9,1720782179.198623
861.7,861.65,861.6,861.55,861.5,861.9,861.95,862.0,862.05,862.1,146,353,425,417,403,39,46,137,309,1715,2,4,3,10,5,1,2,4,8,8,1720782180.186254
861.95,861.9,861.7,861.65,861.6,862.0,862.05,862.1,862.15,862.2,30,168,94,462,733,177,184,343,1569,7133,1,2,2,6,9,2,4,3,5,28,1720782181.201647
861.7,861.65,861.6,861.55,861.5,861.95,862.0,862.05,862.1,862.15,168,34,204,416,510,38,484,827,2853,2135,1,2,2,7,6,1,7,13,9,11,1720782182.400894
861.8,861.75,861.7,861.65,861.6,861.95,862.0,862.05,862.1,862.15,336,253,441,260,1800,8,25,107,139,58,2,4,9,6,13,1,1,2,1,1,1720782183.389932
862.0,861.95,861.8,861.75,861.7,862.15,862.2,862.25,862.3,862.35,184,93,395,517,753,70,2711,3579,6995,2039,2,1,3,6,8,1,19,16,22,15,1720782184.387382
862.05,862.0,861.8,861.75,861.7,862.2,862.25,862.3,862.35,862.4,186,217,174,349,652,2614,2829,7731,1995,8949,2,3,2,6,9,19,15,23,14,28,1720782185.392596
861.8,861.7,861.65,861.6,861.55,862.05,862.1,862.15,862.2,862.25,169,1,94,264,480,324,861,3464,4977,3013,2,1,4,3,9,4,10,11,28,18,1720782186.589352
861.95,861.75,861.7,861.65,861.6,862.0,862.05,862.1,862.15,862.2,139,23,186,380,964,495,381,378,1609,6366,2,1,2,5,10,2,5,4,5,28,1720782187.799582
861.95,861.7,861.65,861.6,861.55,862.0,862.05,862.1,862.15,862.2,7,68,380,1452,590,244,1131,128,99,6464,1,3,5,13,10,4,6,2,2,28,1720782188.791988
861.75,861.7,861.65,861.6,861.55,861.9,862.0,862.05,862.1,862.15,58,261,356,883,532,23,36,227,146,384,1,6,5,9,9,1,2,3,3,5,1720782189.795079
862.0,861.75,861.7,861.65,861.6,862.1,862.15,862.2,862.25,862.3,180,428,406,109,1352,57,138,5119,4224,5133,4,5,8,4,13,1,2,25,26,17,1720782190.790593
861.9,861.85,861.8,861.75,861.7,862.1,862.15,862.2,862.25,862.3,162,11,1,53,287,288,589,5385,3569,7045,2,2,1,2,6,4,8,30,25,24,1720782191.795845
861.95,861.9,861.85,861.8,861.75,862.15,862.2,862.25,862.3,862.35,189,50,10,11,466,108,3111,6362,5574,3660,3,1,1,2,7,2,20,29,22,14,1720782192.597028
861.7,861.65,861.6,861.55,861.5,861.9,861.95,862.0,862.05,862.1,39,1,269,217,497,64,74,204,495,3392,2,1,3,6,7,1,2,3,8,8,1720782193.794323
861.7,861.65,861.6,861.55,861.5,861.9,861.95,862.0,862.05,862.1,135,1,269,217,538,4,74,204,437,3392,1,1,3,6,8,1,2,3,7,8,1720782193.996494
861.95,861.8,861.75,861.7,861.65,862.0,862.05,862.1,862.15,862.2,50,1,42,84,397,85,29,316,155,3206,1,1,2,1,5,2,1,4,3,24,1720782195.205749
861.95,861.9,861.85,861.8,861.75,862.0,862.05,862.1,862.15,862.2,54,34,61,1,1,33,4414,1925,1713,3918,2,1,1,1,1,1,8,7,6,27,1720782196.403007
861.85,861.8,861.75,861.65,861.6,861.95,862.0,862.05,862.1,862.15,60,1,1,1,469,26,130,4256,2466,1055,1,1,1,1,5,1,2,7,9,7,1720782197.608532
861.95,861.9,861.85,861.8,861.75,862.0,862.1,862.15,862.2,862.25,60,167,59,201,140,25,734,188,6859,2308,1,2,1,2,4,1,2,3,28,18,1720782198.809214
862.0,861.95,861.9,861.85,861.8,862.1,862.2,862.25,862.3,862.35,276,60,33,100,201,734,6859,2360,6262,2258,2,1,1,2,2,2,28,18,22,13,1720782199.011325
861.95,861.9,861.85,861.8,861.75,862.05,862.1,862.15,862.2,862.25,60,43,59,201,157,2211,500,33,3814,3675,1,2,1,2,4,1,1,1,25,18,1720782200.214261
861.95,861.8,861.75,861.7,861.65,862.05,862.1,862.15,862.2,862.25,32,7,5,444,183,1811,500,33,5360,3632,1,1,1,7,5,1,1,1,29,17,1720782201.213919
862.0,861.95,861.9,861.85,861.8,862.05,862.1,862.15,862.2,862.25,163,33,1,1,7,1805,500,670,6942,1491,1,1,1,1,1,1,1,2,31,15,1720782202.413545
862.0,861.95,861.9,861.85,861.8,862.05,862.1,862.15,862.2,862.25,38,33,1,1,69,1354,500,33,3187,1149,2,1,1,1,2,1,1,1,25,13,1720782203.414573
861.9,861.85,861.8,861.75,861.7,862.0,862.05,862.1,862.15,862.2,148,454,448,569,771,5,1148,500,33,2605,1,4,5,12,8,1,2,1,1,24,1720782204.615434
862.0,861.95,861.9,861.85,861.8,862.2,862.25,862.3,862.35,862.4,69,228,50,395,823,2172,840,4860,2670,7591,2,2,1,5,8,21,11,16,13,25,1720782205.823119
862.05,862.0,861.95,861.9,861.85,862.2,862.25,862.3,862.35,862.4,84,1,93,50,414,2043,840,5062,3411,7591,2,1,1,1,6,20,11,16,14,25,1720782206.820407
862.05,862.0,861.95,861.9,861.85,862.2,862.25,862.3,862.35,862.4,251,1,93,50,478,2043,840,5062,3411,7596,3,1,1,1,7,20,11,16,14,26,1720782207.020038
861.9,861.85,861.8,861.75,861.7,862.2,862.25,862.3,862.35,862.4,167,382,426,473,1060,1620,840,5725,1853,7716,1,4,6,9,11,19,11,20,11,29,1720782208.229677
861.95,861.85,861.8,861.75,861.7,862.05,862.15,862.2,862.25,862.3,168,200,353,365,362,2,57,1678,5091,6486,1,1,4,8,5,1,2,21,21,21,1720782209.42459
861.9,861.85,861.8,861.75,861.7,862.2,862.25,862.3,862.35,862.4,354,280,446,296,684,1584,1237,5805,3723,8392,2,3,5,7,8,20,15,21,17,28,1720782210.424154
862.0,861.95,861.85,861.8,861.75,862.2,862.25,862.3,862.35,862.4,133,110,429,475,333,1248,1074,5800,2747,9185,1,2,5,8,7,15,12,21,14,31,1720782211.613409
862.05,862.0,861.95,861.9,861.85,862.2,862.25,862.3,862.35,862.4,150,5,32,38,393,1121,1074,5757,2657,9072,2,1,1,2,4,13,12,20,12,30,1720782212.616254
862.0,861.95,861.85,861.8,861.75,862.2,862.25,862.3,862.35,862.4,505,32,393,442,371,806,1074,5793,2787,9206,2,1,4,7,9,12,12,21,14,32,1720782213.82778
862.0,861.95,861.9,861.85,861.8,862.2,862.25,862.3,862.35,862.4,505,80,37,435,442,694,840,5203,2657,8796,2,1,2,5,7,11,11,19,12,28,1720782214.0229
862.0,861.85,861.8,861.75,861.7,862.2,862.25,862.3,862.35,862.4,493,393,442,444,1109,379,840,5298,3522,9026,2,4,7,8,11,6,11,22,14,33,1720782215.226727
862.0,861.95,861.85,861.8,861.75,862.15,862.2,862.25,862.3,862.35,408,50,393,568,458,15,50,840,5245,2830,2,1,4,10,9,1,5,11,22,14,1720782216.424298
862.0,861.95,861.85,861.8,861.75,862.2,862.25,862.3,862.35,862.4,103,50,457,838,514,7,840,5209,2642,9032,3,1,6,11,9,1,11,21,11,29,1720782217.634956
862.2,862.05,862.0,861.95,861.9,862.25,862.3,862.35,862.4,862.45,34,200,102,146,309,432,5107,2426,9863,1961,1,1,3,4,3,5,18,10,30,14,1720782218.824325
862.2,862.05,862.0,861.95,861.9,862.25,862.3,862.35,862.4,862.45,34,254,300,237,699,432,5075,745,4705,1635,1,2,6,7,5,5,17,5,17,7,1720782219.030751
862.05,862.0,861.95,861.9,861.85,862.1,862.2,862.25,862.3,862.35,331,319,109,359,504,1,16,432,5075,788,2,5,3,2,7,1,1,5,17,6,1720782220.0281
862.2,862.0,861.95,861.9,861.85,862.3,862.35,862.4,862.45,862.5,167,529,169,503,458,5075,745,4277,112,12599,2,7,3,5,7,17,5,19,4,63,1720782221.22323
862.25,862.2,862.0,861.95,861.9,862.3,862.35,862.4,862.45,862.5,167,33,276,203,772,4831,745,4243,333,12730,1,1,6,4,7,17,5,18,5,65,1720782222.232329
862.0,861.95,861.9,861.85,861.8,862.2,862.3,862.35,862.4,862.45,336,310,489,456,590,36,4932,824,5143,1745,2,3,4,5,10,1,19,7,29,10,1720782223.439512
862.2,862.15,862.1,862.05,862.0,862.25,862.3,862.35,862.4,862.45,53,49,33,34,85,500,4878,745,4471,1249,1,1,1,1,2,1,18,5,19,10,1720782224.431228
862.2,862.15,862.1,862.05,862.0,862.25,862.3,862.35,862.4,862.45,168,57,33,34,94,480,4878,745,4525,683,1,1,1,1,5,1,18,5,20,10,1720782225.431292
862.2,862.15,862.1,862.0,861.95,862.25,862.3,862.35,862.4,862.45,83,57,33,91,423,67,4831,745,4243,642,1,1,1,4,4,1,17,5,18,10,1720782226.641774
862.25,862.05,862.0,861.95,861.9,862.3,862.35,862.4,862.45,862.5,178,119,573,470,825,4776,745,4082,112,11550,3,3,9,4,7,15,5,16,4,62,1720782227.845744
862.45,862.4,862.25,862.15,862.1,862.5,862.55,862.6,862.65,862.7,168,1,66,77,183,10068,396,4138,4700,9865,1,1,3,2,3,56,9,19,18,21,1720782228.82909
862.45,862.4,862.3,862.25,862.2,862.5,862.55,862.6,862.65,862.7,164,1,33,66,91,9885,139,3557,4290,6137,1,1,1,3,3,56,5,13,11,20,1720782229.033146
862.4,862.3,862.25,862.2,862.15,862.5,862.55,862.6,862.65,862.7,2,67,66,5,188,9779,139,2949,4419,6165,2,2,3,1,4,57,5,14,13,20,1720782230.036517
862.45,862.4,862.3,862.25,862.2,862.5,862.55,862.6,862.65,862.7,168,1,67,122,393,8786,139,3494,4582,5637,2,1,2,4,5,49,5,12,15,20,1720782231.087573
862.45,862.35,862.3,862.25,862.2,862.5,862.55,862.6,862.65,862.7,1,54,72,390,875,7873,139,2711,1685,3647,1,1,2,6,8,49,5,10,6,12,1720782232.2328
862.35,862.25,862.2,862.15,862.1,862.5,862.55,862.6,862.65,862.7,232,156,742,166,648,6684,139,2711,1763,3467,2,3,7,4,6,48,5,10,8,12,1720782233.239724
862.35,862.25,862.2,862.15,862.1,862.5,862.55,862.6,862.65,862.7,181,80,278,54,533,5789,174,2748,1733,3491,2,2,5,1,7,37,6,10,8,14,1720782234.264007
862.45,862.25,862.2,862.15,862.1,862.5,862.55,862.6,862.65,862.7,134,80,264,77,644,4163,139,2802,537,4374,2,2,4,2,6,31,5,11,8,20,1720782235.491471
862.45,862.25,862.2,862.15,862.1,862.5,862.55,862.6,862.65,862.7,129,80,546,331,600,2696,139,2690,1785,3929,2,2,6,6,6,27,5,9,8,14,1720782236.643469
862.5,862.45,862.4,862.35,862.3,862.6,862.65,862.7,862.75,862.8,9,234,32,54,47,2156,227,2867,6072,17534,2,2,1,1,3,2,5,11,13,33,1720782237.641964
862.5,862.45,862.3,862.25,862.2,862.6,862.65,862.7,862.75,862.8,168,162,5,200,622,2123,227,2921,6042,19914,1,2,1,5,6,2,5,12,11,40,1720782238.857121
862.45,862.25,862.2,862.15,862.1,862.6,862.65,862.7,862.75,862.8,1,112,384,130,614,2061,374,3218,8934,17543,1,4,4,3,7,2,8,14,21,35,1720782239.850714
862.5,862.3,862.25,862.2,862.15,862.6,862.65,862.7,862.75,862.8,10,1,602,806,276,1643,227,2921,6076,20040,1,1,5,9,6,3,5,12,12,41,1720782240.918472
862.55,862.5,862.3,862.25,862.2,862.6,862.65,862.7,862.75,862.8,193,10,279,457,753,1597,227,2921,6032,20040,2,1,3,8,8,3,5,12,11,41,1720782241.047562
862.55,862.5,862.35,862.3,862.25,862.6,862.65,862.7,862.75,862.8,199,15,54,19,379,1143,227,2867,5998,16825,3,2,1,2,6,3,5,11,10,32,1720782242.048733
862.55,862.5,862.35,862.3,862.25,862.6,862.65,862.7,862.75,862.8,30,15,54,98,371,963,227,2867,5998,16825,1,2,1,3,6,3,5,11,10,32,1720782243.250091
862.55,862.5,862.35,862.3,862.25,862.6,862.65,862.7,862.75,862.8,30,15,54,406,413,490,185,2867,5998,16859,1,2,1,4,8,4,4,11,10,33,1720782244.503484
862.6,862.55,862.5,862.4,862.35,862.65,862.7,862.75,862.8,862.85,92,250,3,36,436,139,2633,5998,15134,566,2,2,1,2,5,3,10,10,27,12,1720782245.648004
862.5,862.35,862.3,862.25,862.2,862.6,862.65,862.7,862.75,862.8,16,245,300,648,2066,50,398,2688,5998,15351,1,4,3,10,14,1,4,12,10,31,1720782246.862528
862.5,862.35,862.3,862.25,862.2,862.6,862.65,862.7,862.75,862.8,16,191,53,161,1236,17,398,2742,6085,15507,1,3,1,5,9,1,4,13,12,32,1720782247.061317
862.25,862.2,862.15,862.1,862.05,862.6,862.65,862.7,862.75,862.8,138,928,245,1498,2000,405,793,3151,6050,17725,5,6,5,11,14,6,9,17,14,34,1720782248.291751
862.4,862.35,862.3,862.25,862.2,862.6,862.65,862.7,862.75,862.8,153,3,56,219,725,13,663,2978,6256,18329,3,1,1,4,12,1,6,15,17,33,1720782249.464009
862.15,862.1,862.05,862.0,861.95,862.3,862.35,862.4,862.45,862.5,20,3,32,317,217,52,80,384,244,913,2,1,2,9,3,1,2,3,5,11,1720782250.748955
862.35,862.3,862.25,862.2,862.15,862.45,862.5,862.55,862.6,862.65,152,3,4,4,26,45,125,633,2445,5900,3,1,2,1,2,1,2,6,14,15,1720782251.865277
862.35,862.3,862.25,862.2,862.15,862.4,862.45,862.5,862.55,862.6,152,3,4,4,5,10,45,196,633,1866,3,1,2,1,1,1,1,3,6,13,1720782252.064618
862.05,862.0,861.95,861.9,861.85,862.3,862.4,862.45,862.5,862.55,502,183,344,652,289,29,327,416,753,2176,4,5,4,6,2,1,4,6,10,9,1720782253.276063
862.15,862.1,862.0,861.95,861.9,862.3,862.35,862.4,862.45,862.5,168,62,183,311,583,212,152,564,912,2157,1,1,5,3,8,4,4,7,14,10,1720782254.465352
862.15,862.1,862.0,861.9,861.85,862.2,862.25,862.3,862.35,862.4,2,58,71,50,288,46,228,1074,157,1167,2,1,4,1,2,1,3,7,5,12,1720782255.475267
862.15,862.1,862.0,861.9,861.85,862.2,862.25,862.3,862.35,862.4,2,58,71,124,221,45,214,1123,106,1637,2,1,4,3,1,1,4,8,3,12,1720782256.481921
862.2,862.15,862.1,862.05,862.0,862.3,862.35,862.4,862.45,862.5,135,7,62,33,517,542,10,126,2112,478,1,1,1,1,9,3,1,2,8,5,1720782257.468314
862.1,862.0,861.9,861.85,861.8,862.15,862.25,862.3,862.35,862.4,42,20,129,311,1776,6,45,865,289,616,1,4,3,4,11,1,2,4,4,8,1720782258.659856
862.25,862.2,862.1,862.05,862.0,862.3,862.4,862.45,862.5,862.55,118,33,42,159,592,368,236,622,1710,2377,1,1,1,3,11,2,2,8,7,10,1720782267.555227
862.25,862.2,862.15,862.1,862.05,862.45,862.5,862.55,862.6,862.65,142,1033,66,42,308,254,1626,849,2202,4374,1,2,2,1,4,5,6,8,13,16,1720782267.57578
862.3,862.25,862.2,862.15,862.1,862.5,862.55,862.6,862.65,862.7,2,651,1091,139,409,1144,248,1112,1403,3630,1,3,4,4,6,2,3,7,5,17,1720782267.578387
862.3,862.25,862.2,862.15,862.1,862.5,862.55,862.6,862.65,862.7,2,225,1091,139,555,984,50,1058,1503,3835,1,3,4,4,10,2,3,6,7,17,1720782267.579855
862.4,862.35,862.3,862.25,862.2,862.55,862.6,862.65,862.7,862.75,113,83,243,704,1571,20,1058,1377,3595,8515,3,3,1,7,11,2,6,4,15,13,1720782267.58142
862.3,862.25,862.2,862.15,862.1,862.6,862.65,862.7,862.75,862.8,190,970,1429,862,1416,933,1377,3250,7337,5176,5,6,10,8,10,7,4,16,16,30,1720782267.582487
862.3,862.25,862.2,862.15,862.1,862.6,862.65,862.7,862.75,862.8,281,639,1593,896,1476,701,1422,3250,7311,5314,5,4,9,9,10,6,5,16,15,33,1720782267.583776
862.2,862.15,862.1,862.05,862.0,862.6,862.65,862.7,862.75,862.8,1775,874,683,705,2525,547,1768,3373,7388,5830,8,8,8,9,20,8,9,19,18,33,1720782267.584996
